
Cash Report
10000$,1993000$
10000$,310000$
19800$,8730000$
50000$,310000$
99000$,310000$
50000$,500000$
9900$,310000$
37100$,1365000$
99000$,2300000$
87000$,150000$
37100$,110000$
32800$,2300000$
70000$,991300$
10000$,310000$
87000$,870000$
1500$,1365000$
19800$,150000$
345770$,1993000$
19800$,3600000$
1500$,1993000$
100000$,2030000$
19800$,2030000$
10000$,1000010$
87000$,1365000$
32800$,2300000$
70000$,870000$
1500$,1993000$
87000$,1364000$
19800$,2030000$
1500$,110000$
10000$,310000$
37100$,500000$
99000$,2300000$
100000$,110000$
100000$,150000$
50000$,1993000$
19800$,2300000$
9900$,2250000$
10000$,2250000$
9900$,3600000$
50000$,2250000$
70000$,2250000$
10000$,110000$
87000$,1365000$
345770$,870000$
1500$,310000$
100000$,991300$
50000$,8730000$
19800$,150000$
87000$,991300$
1500$,1000010$
70000$,1365000$
70000$,2250000$
10000$,2250000$
32800$,2030000$
19800$,1365000$
99000$,2250000$
100000$,2030000$
9900$,870000$
10000$,870000$
87000$,1993000$
345770$,500000$
19800$,2300000$
10000$,2300000$
32800$,1365000$
99000$,870000$
100000$,870000$
100000$,500000$
19800$,2250000$
1500$,8730000$
1500$,2300000$
10000$,8730000$
10000$,870000$
32800$,1993000$
1500$,1993000$
32800$,2300000$
10000$,2250000$
345770$,110000$
87000$,1364000$
19800$,1364000$
10000$,870000$
10000$,8730000$
70000$,2030000$
10000$,310000$
37100$,150000$
50000$,1993000$
99000$,310000$
70000$,110000$
19800$,1993000$
99000$,310000$
87000$,870000$
37100$,110000$
32800$,150000$
9900$,1993000$
19800$,2300000$
99000$,1364000$
1500$,1365000$
32800$,310000$
99000$,1000010$
70000$,2300000$
10000$,110000$
32800$,1364000$
10000$,2250000$
9900$,310000$
9900$,310000$
1500$,2030000$
32800$,991300$
50000$,110000$
10000$,1365000$
1500$,150000$
99000$,2030000$
50000$,991300$
1500$,150000$
345770$,870000$
87000$,2030000$
32800$,310000$
10000$,1993000$
37100$,2300000$
87000$,500000$
70000$,1993000$
32800$,2250000$
50000$,870000$
70000$,8730000$
10000$,150000$
32800$,1993000$
1500$,500000$
50000$,110000$
50000$,2030000$
37100$,8730000$
345770$,1364000$
87000$,1993000$
99000$,1993000$
19800$,2250000$
32800$,110000$
100000$,8730000$
32800$,1000010$
32800$,870000$
345770$,1993000$
37100$,1993000$
345770$,2300000$
10000$,991300$
345770$,2300000$
10000$,110000$
10000$,500000$
100000$,150000$
37100$,1365000$
87000$,2030000$
100000$,2250000$
37100$,310000$
70000$,3600000$
1500$,310000$
100000$,991300$
32800$,870000$
50000$,1365000$
37100$,2030000$
87000$,150000$
87000$,991300$
50000$,870000$
100000$,991300$
50000$,1365000$
87000$,870000$
32800$,3600000$
87000$,8730000$
100000$,110000$
99000$,1000010$
345770$,1993000$
10000$,991300$
9900$,3600000$
32800$,1365000$
9900$,310000$
9900$,500000$
87000$,2300000$
9900$,2300000$
70000$,500000$
37100$,2030000$
32800$,500000$
1500$,870000$
10000$,1365000$
99000$,2300000$
100000$,2250000$
37100$,500000$
100000$,870000$
100000$,110000$
37100$,150000$
70000$,2030000$
345770$,870000$
9900$,500000$
10000$,3600000$
99000$,870000$
1500$,1364000$
37100$,870000$
345770$,3600000$
87000$,2250000$
70000$,1365000$
37100$,8730000$
10000$,1365000$
100000$,1993000$
99000$,2030000$
87000$,2300000$
99000$,2030000$
32800$,110000$
10000$,1000010$
345770$,1000010$
10000$,110000$
100000$,310000$
1500$,1000010$
99000$,1000010$
32800$,870000$
10000$,870000$
1500$,150000$
87000$,1365000$
10000$,870000$
9900$,150000$
9900$,500000$
99000$,8730000$
19800$,2250000$
19800$,1364000$
37100$,1365000$
37100$,1365000$
87000$,1364000$
19800$,310000$
10000$,2250000$
345770$,2300000$
1500$,150000$
1500$,310000$
99000$,991300$
1500$,1000010$
10000$,110000$
100000$,8730000$
9900$,2030000$
32800$,2030000$
10000$,500000$
32800$,1365000$
32800$,2300000$
37100$,150000$
9900$,110000$
87000$,1993000$
100000$,3600000$
32800$,310000$
10000$,150000$
32800$,3600000$
70000$,2250000$
99000$,2300000$
37100$,2300000$
50000$,8730000$
99000$,1364000$
70000$,870000$
9900$,1364000$
10000$,870000$
10000$,8730000$
70000$,2250000$
50000$,110000$
10000$,500000$
10000$,870000$
50000$,3600000$
10000$,3600000$
37100$,870000$
50000$,150000$
99000$,310000$
10000$,310000$
99000$,1364000$
87000$,500000$
87000$,500000$
19800$,1993000$
32800$,991300$
87000$,110000$
37100$,870000$
345770$,1000010$
345770$,500000$
87000$,870000$
9900$,1364000$
100000$,1000010$
345770$,1000010$
37100$,2300000$
345770$,1993000$
1500$,110000$
70000$,150000$
10000$,8730000$
32800$,870000$
50000$,8730000$
100000$,150000$
32800$,2250000$
37100$,110000$
70000$,3600000$
9900$,3600000$
19800$,1365000$
100000$,1364000$
1500$,2300000$
19800$,2300000$
9900$,310000$
10000$,500000$
9900$,150000$
345770$,500000$
87000$,2300000$
9900$,2030000$
100000$,1364000$
100000$,310000$
37100$,1364000$
32800$,1365000$
345770$,500000$
87000$,2030000$
9900$,1993000$
87000$,310000$
99000$,310000$
10000$,150000$
100000$,150000$
1500$,991300$
37100$,1365000$
70000$,1993000$
9900$,110000$
32800$,1365000$
87000$,1365000$
32800$,1365000$
32800$,110000$
87000$,500000$
9900$,150000$
100000$,1993000$
9900$,150000$
100000$,2250000$
19800$,1000010$
50000$,1365000$
9900$,3600000$
10000$,500000$
345770$,3600000$
100000$,500000$
37100$,870000$
345770$,2030000$
87000$,2250000$
345770$,2030000$
50000$,150000$
87000$,310000$
345770$,1993000$
70000$,1365000$
37100$,2030000$
9900$,2250000$
37100$,8730000$
50000$,3600000$
345770$,1365000$
10000$,1365000$
19800$,150000$
19800$,500000$
87000$,870000$
1500$,110000$
87000$,1993000$
19800$,1993000$
100000$,500000$
99000$,500000$
70000$,1000010$
100000$,150000$
10000$,3600000$
10000$,8730000$
10000$,2250000$
10000$,1993000$
70000$,1364000$
10000$,2300000$
99000$,2250000$
50000$,991300$
19800$,500000$
50000$,8730000$
70000$,310000$
100000$,991300$
37100$,150000$
10000$,150000$
70000$,1993000$
1500$,110000$
37100$,8730000$
50000$,3600000$
87000$,8730000$
19800$,8730000$
10000$,3600000$
1500$,991300$
99000$,2030000$
19800$,3600000$
10000$,310000$
99000$,2300000$
87000$,2250000$
50000$,110000$
9900$,2030000$
10000$,2300000$
50000$,8730000$
32800$,1364000$
50000$,1364000$
99000$,2250000$
32800$,1365000$
345770$,310000$
37100$,1993000$
345770$,2250000$
37100$,3600000$
70000$,310000$
19800$,1364000$
70000$,1365000$
1500$,8730000$
32800$,310000$
87000$,110000$
19800$,1000010$
50000$,500000$
87000$,991300$
1500$,2030000$
87000$,1364000$
87000$,1000010$
100000$,2030000$
100000$,150000$
87000$,3600000$
1500$,2250000$
50000$,1365000$
345770$,110000$
32800$,310000$
345770$,2030000$
10000$,870000$
37100$,1365000$
345770$,3600000$
1500$,500000$
99000$,870000$
19800$,1000010$
9900$,1364000$
10000$,1364000$
100000$,870000$
50000$,991300$
37100$,500000$
9900$,1993000$
345770$,1365000$
100000$,870000$
99000$,1993000$
1500$,2300000$
9900$,500000$
37100$,8730000$
100000$,2030000$
19800$,2030000$
9900$,870000$
10000$,310000$
1500$,150000$
32800$,110000$
50000$,110000$
50000$,2300000$
100000$,870000$
87000$,2300000$
50000$,2030000$
37100$,2030000$
70000$,110000$
10000$,8730000$
32800$,8730000$
9900$,8730000$
37100$,2300000$
1500$,1364000$
10000$,991300$
37100$,2030000$
1500$,991300$
99000$,1993000$
50000$,1365000$
70000$,1000010$
10000$,2300000$
9900$,2300000$
99000$,1364000$
345770$,110000$
70000$,870000$
10000$,500000$
345770$,150000$
100000$,2250000$
70000$,500000$
10000$,3600000$
345770$,1993000$
19800$,500000$
70000$,1364000$
99000$,8730000$
87000$,1365000$
99000$,2300000$
10000$,991300$
1500$,2300000$
50000$,1364000$
19800$,870000$
345770$,1993000$
87000$,1000010$
37100$,310000$
37100$,150000$
19800$,8730000$
70000$,2300000$
87000$,8730000$
10000$,3600000$
1500$,2030000$
37100$,991300$
345770$,150000$
37100$,2030000$
345770$,2250000$
87000$,310000$
9900$,150000$
32800$,3600000$
19800$,110000$
9900$,8730000$
1500$,2300000$
87000$,2030000$
10000$,3600000$
70000$,1364000$
50000$,110000$
37100$,2250000$
32800$,2250000$
10000$,870000$
10000$,1993000$
345770$,1000010$
87000$,8730000$
70000$,500000$

Interesting Facts
Wrapped filming on November first.
Is set to cost a reported $100 million.
Halle Berry broke three ribs while filming the movie
Gabriel Iglesias was in the running to play the Genie.
Tom Hardy was rumored for the role of Jafar.
Millie Bobby Browns film debut.
Mothras roar in the film is a modified version of her original roar.
Charles Dance saying "Long live the King."
Taron Egerton does all of his own singing in the film.
The film is named after the 1972 song of the same name.
Robert Downey Jr. was the only cast member who was entrusted with the entire film"s script.
This film marked Chapter Ten of Phase Three in the Marvel Cinematic Universe.
Title was announced with the first trailer that was released on December 7th 2018.

Movie
Booksmart,2003,Hasta la vista baby.,85,12
Need for Speed,1979,These go to eleven.,85,5
Ma,1996,May the Force be with you.,48,7
Ma,2018,The last war is coming...,83,2
Holston,1979,These go to eleven.,134,6
Need for Speed,1996,The last war is coming...,114,6
Spider-Man,2018,The last battle...,107,12
Poms,1867,Wax on wax off.,17,7
For the Birds,2016,The last war is coming...,17,5
Funny Story,2019,Argo f— yourself.,144,8
Oblivion,2019,Wax on wax off.,57,4
The Last Man,1996,Houston we have a problem.,57,10
Poms,2003,Good morning Vietnam!,162,13
World of Warcraft,2016,The last war is coming...,25,5
Iron Man,1996,They are here!,169,2
Ma,1996,Argo f— yourself.,90,5
Holston,2013,Wax on wax off.,53,5
The Lord of the Rings,2019,Good morning Vietnam!,52,2
Interstellar,1991,These go to eleven.,2,3
Spider-Man,1999,They are here!,50,7
Spider-Man,2007,Houston we have a problem.,24,6
Ma,2013,Wax on wax off.,20,7
The Proposal,1999,Wax on wax off.,104,3
IT,1991,My precious.,146,1
Holston,2019,May the Force be with you.,2,9
Iron Man,1996,Good morning Vietnam!,25,3
